"train/global_step","grpo_vastai_20260220_001219 - train/rewards/reward_fn/std","grpo_vastai_20260220_001219 - train/rewards/reward_fn/std__MIN","grpo_vastai_20260220_001219 - train/rewards/reward_fn/std__MAX","grpo_vastai_20260220_001219 - _step","grpo_vastai_20260220_001219 - _step__MIN","grpo_vastai_20260220_001219 - _step__MAX"
"602","0.6245127320289612","0.6245127320289612","0.6245127320289612","7222","7222","7222"
"603","0.7212277054786682","0.7212277054786682","0.7212277054786682","7234","7234","7234"
"604","2.044060230255127","2.044060230255127","2.044060230255127","7246","7246","7246"
"605","0.6010679602622986","0.6010679602622986","0.6010679602622986","7258","7258","7258"
"606","0.6530777812004089","0.6530777812004089","0.6530777812004089","7270","7270","7270"
"607","2.648434638977051","2.648434638977051","2.648434638977051","7282","7282","7282"
"608","0.5705701112747192","0.5705701112747192","0.5705701112747192","7294","7294","7294"
"609","2.303981065750122","2.303981065750122","2.303981065750122","7306","7306","7306"
"610","0.6901905536651611","0.6901905536651611","0.6901905536651611","7318","7318","7318"
"611","0.6146416664123535","0.6146416664123535","0.6146416664123535","7330","7330","7330"
"612","0.6440024375915527","0.6440024375915527","0.6440024375915527","7342","7342","7342"
"613","0.6347227692604065","0.6347227692604065","0.6347227692604065","7354","7354","7354"
"614","0.5851386785507202","0.5851386785507202","0.5851386785507202","7366","7366","7366"
"615","0.6805121302604675","0.6805121302604675","0.6805121302604675","7378","7378","7378"
"616","0.7387534976005554","0.7387534976005554","0.7387534976005554","7390","7390","7390"
"617","0.6863188147544861","0.6863188147544861","0.6863188147544861","7402","7402","7402"
"618","0.6187648177146912","0.6187648177146912","0.6187648177146912","7414","7414","7414"
"619","0.7501116991043091","0.7501116991043091","0.7501116991043091","7426","7426","7426"
"620","0.6531242728233337","0.6531242728233337","0.6531242728233337","7438","7438","7438"
"621","0.7282099723815918","0.7282099723815918","0.7282099723815918","7450","7450","7450"
"622","0.7294648289680481","0.7294648289680481","0.7294648289680481","7462","7462","7462"
"623","2.3898062705993652","2.3898062705993652","2.3898062705993652","7474","7474","7474"
"624","2.629279136657715","2.629279136657715","2.629279136657715","7486","7486","7486"
"625","0.7474531531333923","0.7474531531333923","0.7474531531333923","7498","7498","7498"
"626","0.5812632441520691","0.5812632441520691","0.5812632441520691","7510","7510","7510"
"627","0.6362408995628357","0.6362408995628357","0.6362408995628357","7522","7522","7522"
"628","0.6401971578598022","0.6401971578598022","0.6401971578598022","7534","7534","7534"
"629","0.7101724743843079","0.7101724743843079","0.7101724743843079","7546","7546","7546"
"630","0.6367679238319397","0.6367679238319397","0.6367679238319397","7558","7558","7558"
"631","2.2649452686309814","2.2649452686309814","2.2649452686309814","7570","7570","7570"
"632","0.5767097473144531","0.5767097473144531","0.5767097473144531","7582","7582","7582"
"633","0.6182129383087158","0.6182129383087158","0.6182129383087158","7594","7594","7594"
"634","0.5320940613746643","0.5320940613746643","0.5320940613746643","7606","7606","7606"
"635","2.622206687927246","2.622206687927246","2.622206687927246","7618","7618","7618"
"636","0.49187231063842773","0.49187231063842773","0.49187231063842773","7630","7630","7630"
"637","0.5104566216468811","0.5104566216468811","0.5104566216468811","7642","7642","7642"
"638","0.6290474534034729","0.6290474534034729","0.6290474534034729","7654","7654","7654"
"639","2.4540517330169678","2.4540517330169678","2.4540517330169678","7666","7666","7666"
"640","2.5556790828704834","2.5556790828704834","2.5556790828704834","7678","7678","7678"
"641","0.6714686751365662","0.6714686751365662","0.6714686751365662","7690","7690","7690"
"642","0.5837665796279907","0.5837665796279907","0.5837665796279907","7702","7702","7702"
"643","0.6749117970466614","0.6749117970466614","0.6749117970466614","7714","7714","7714"
"644","0.7481080293655396","0.7481080293655396","0.7481080293655396","7726","7726","7726"
"645","0.7791616320610046","0.7791616320610046","0.7791616320610046","7738","7738","7738"
"646","2.523895502090454","2.523895502090454","2.523895502090454","7750","7750","7750"
"647","0.6667218208312988","0.6667218208312988","0.6667218208312988","7762","7762","7762"
"648","0.634710431098938","0.634710431098938","0.634710431098938","7774","7774","7774"
"649","0.5460115075111389","0.5460115075111389","0.5460115075111389","7786","7786","7786"
"650","0.6294150948524475","0.6294150948524475","0.6294150948524475","7798","7798","7798"
"651","0.6073810458183289","0.6073810458183289","0.6073810458183289","7810","7810","7810"
"652","0.5895553231239319","0.5895553231239319","0.5895553231239319","7822","7822","7822"
"653","0.7033517360687256","0.7033517360687256","0.7033517360687256","7834","7834","7834"
"654","0.6570819020271301","0.6570819020271301","0.6570819020271301","7846","7846","7846"
"655","2.494706153869629","2.494706153869629","2.494706153869629","7858","7858","7858"
"656","0.5823189616203308","0.5823189616203308","0.5823189616203308","7870","7870","7870"
"657","0.7453943490982056","0.7453943490982056","0.7453943490982056","7882","7882","7882"
"658","0.7219163179397583","0.7219163179397583","0.7219163179397583","7894","7894","7894"
"659","0.6696345210075378","0.6696345210075378","0.6696345210075378","7906","7906","7906"
"660","0.7509594559669495","0.7509594559669495","0.7509594559669495","7918","7918","7918"
"661","0.6467406153678894","0.6467406153678894","0.6467406153678894","7930","7930","7930"
"662","0.5816061496734619","0.5816061496734619","0.5816061496734619","7942","7942","7942"
"663","0.6123924851417542","0.6123924851417542","0.6123924851417542","7954","7954","7954"
"664","0.64063960313797","0.64063960313797","0.64063960313797","7966","7966","7966"
"665","0.4784386456012726","0.4784386456012726","0.4784386456012726","7978","7978","7978"
"666","0.5323305130004883","0.5323305130004883","0.5323305130004883","7990","7990","7990"
"667","0.5953483581542969","0.5953483581542969","0.5953483581542969","8002","8002","8002"
"668","0.5254694223403931","0.5254694223403931","0.5254694223403931","8014","8014","8014"
"669","2.3927104473114014","2.3927104473114014","2.3927104473114014","8026","8026","8026"
"670","0.6381394863128662","0.6381394863128662","0.6381394863128662","8038","8038","8038"
"671","0.653816819190979","0.653816819190979","0.653816819190979","8050","8050","8050"
"672","0.5308119654655457","0.5308119654655457","0.5308119654655457","8062","8062","8062"
"673","0.6255728006362915","0.6255728006362915","0.6255728006362915","8074","8074","8074"
"674","0.6697103977203369","0.6697103977203369","0.6697103977203369","8086","8086","8086"
"675","0.630305826663971","0.630305826663971","0.630305826663971","8098","8098","8098"
"676","0.7788968086242676","0.7788968086242676","0.7788968086242676","8110","8110","8110"
"677","0.717319905757904","0.717319905757904","0.717319905757904","8122","8122","8122"
"678","2.261476993560791","2.261476993560791","2.261476993560791","8134","8134","8134"
"679","2.7019293308258057","2.7019293308258057","2.7019293308258057","8146","8146","8146"
"680","0.6959865093231201","0.6959865093231201","0.6959865093231201","8158","8158","8158"
"681","0.7383081912994385","0.7383081912994385","0.7383081912994385","8170","8170","8170"
"682","0.5999873280525208","0.5999873280525208","0.5999873280525208","8182","8182","8182"
"683","2.623467445373535","2.623467445373535","2.623467445373535","8194","8194","8194"
"684","0.6668015122413635","0.6668015122413635","0.6668015122413635","8206","8206","8206"
"685","0.551644504070282","0.551644504070282","0.551644504070282","8218","8218","8218"
"686","0.5755448341369629","0.5755448341369629","0.5755448341369629","8230","8230","8230"
"687","0.646216869354248","0.646216869354248","0.646216869354248","8242","8242","8242"
"688","0.5719976425170898","0.5719976425170898","0.5719976425170898","8254","8254","8254"
"689","0.6965746283531189","0.6965746283531189","0.6965746283531189","8266","8266","8266"
"690","0.6668856739997864","0.6668856739997864","0.6668856739997864","8278","8278","8278"
"691","0.6593124866485596","0.6593124866485596","0.6593124866485596","8290","8290","8290"
"692","2.6403157711029053","2.6403157711029053","2.6403157711029053","8302","8302","8302"
"693","0.7582183480262756","0.7582183480262756","0.7582183480262756","8314","8314","8314"
"694","0.6649633646011353","0.6649633646011353","0.6649633646011353","8326","8326","8326"
"695","0.5955747961997986","0.5955747961997986","0.5955747961997986","8338","8338","8338"
"696","2.1348063945770264","2.1348063945770264","2.1348063945770264","8350","8350","8350"
"697","0.726669430732727","0.726669430732727","0.726669430732727","8362","8362","8362"
"698","0.6688845157623291","0.6688845157623291","0.6688845157623291","8374","8374","8374"
"699","0.6775696277618408","0.6775696277618408","0.6775696277618408","8386","8386","8386"
"700","0.5658004283905029","0.5658004283905029","0.5658004283905029","8398","8398","8398"
"701","0.5847169160842896","0.5847169160842896","0.5847169160842896","8410","8410","8410"
"702","0.7226532101631165","0.7226532101631165","0.7226532101631165","8422","8422","8422"
"703","0.739662230014801","0.739662230014801","0.739662230014801","8434","8434","8434"
"704","0.636338472366333","0.636338472366333","0.636338472366333","8446","8446","8446"
"705","0.677404522895813","0.677404522895813","0.677404522895813","8458","8458","8458"
"706","0.6696375608444214","0.6696375608444214","0.6696375608444214","8470","8470","8470"
"707","0.5968923568725586","0.5968923568725586","0.5968923568725586","8482","8482","8482"
"708","2.371955633163452","2.371955633163452","2.371955633163452","8494","8494","8494"
"709","0.7010314464569092","0.7010314464569092","0.7010314464569092","8506","8506","8506"
"710","0.7662527561187744","0.7662527561187744","0.7662527561187744","8518","8518","8518"
"711","0.6222386956214905","0.6222386956214905","0.6222386956214905","8530","8530","8530"
"712","0.7440756559371948","0.7440756559371948","0.7440756559371948","8542","8542","8542"
"713","2.275182008743286","2.275182008743286","2.275182008743286","8554","8554","8554"
"714","0.5464380979537964","0.5464380979537964","0.5464380979537964","8566","8566","8566"
"715","0.8449527621269226","0.8449527621269226","0.8449527621269226","8578","8578","8578"
"716","0.51277095079422","0.51277095079422","0.51277095079422","8590","8590","8590"
"717","0.6279214024543762","0.6279214024543762","0.6279214024543762","8602","8602","8602"
"718","0.6109764575958252","0.6109764575958252","0.6109764575958252","8614","8614","8614"
"719","0.6334155797958374","0.6334155797958374","0.6334155797958374","8626","8626","8626"
"720","0.6701967716217041","0.6701967716217041","0.6701967716217041","8638","8638","8638"
"721","0.6135069131851196","0.6135069131851196","0.6135069131851196","8650","8650","8650"
"722","0.6476273536682129","0.6476273536682129","0.6476273536682129","8662","8662","8662"
"723","0.6048438549041748","0.6048438549041748","0.6048438549041748","8674","8674","8674"
"724","0.5579236149787903","0.5579236149787903","0.5579236149787903","8686","8686","8686"
"725","0.7225187420845032","0.7225187420845032","0.7225187420845032","8698","8698","8698"
"726","2.4975080490112305","2.4975080490112305","2.4975080490112305","8710","8710","8710"
"727","0.6358339786529541","0.6358339786529541","0.6358339786529541","8722","8722","8722"
"728","0.6038936972618103","0.6038936972618103","0.6038936972618103","8734","8734","8734"
"729","0.6510524153709412","0.6510524153709412","0.6510524153709412","8746","8746","8746"
"730","0.5117490887641907","0.5117490887641907","0.5117490887641907","8758","8758","8758"
"731","0.7779326438903809","0.7779326438903809","0.7779326438903809","8770","8770","8770"
"732","0.649045467376709","0.649045467376709","0.649045467376709","8782","8782","8782"
"733","0.7025639414787292","0.7025639414787292","0.7025639414787292","8794","8794","8794"
"734","0.6278221607208252","0.6278221607208252","0.6278221607208252","8806","8806","8806"
"735","0.6573383212089539","0.6573383212089539","0.6573383212089539","8818","8818","8818"
"736","2.467911958694458","2.467911958694458","2.467911958694458","8830","8830","8830"
"737","0.6243563890457153","0.6243563890457153","0.6243563890457153","8842","8842","8842"
"738","0.6384366154670715","0.6384366154670715","0.6384366154670715","8854","8854","8854"
"739","0.6583872437477112","0.6583872437477112","0.6583872437477112","8866","8866","8866"
"740","0.6007976531982422","0.6007976531982422","0.6007976531982422","8878","8878","8878"
"741","0.5800501704216003","0.5800501704216003","0.5800501704216003","8890","8890","8890"
"742","0.6025042533874512","0.6025042533874512","0.6025042533874512","8902","8902","8902"
"743","0.600380539894104","0.600380539894104","0.600380539894104","8914","8914","8914"
"744","0.7303499579429626","0.7303499579429626","0.7303499579429626","8926","8926","8926"
"745","2.503815174102783","2.503815174102783","2.503815174102783","8938","8938","8938"
"746","0.6537604331970215","0.6537604331970215","0.6537604331970215","8950","8950","8950"
"747","0.8014988899230957","0.8014988899230957","0.8014988899230957","8962","8962","8962"
"748","0.6565203070640564","0.6565203070640564","0.6565203070640564","8974","8974","8974"
"749","0.6040699481964111","0.6040699481964111","0.6040699481964111","8986","8986","8986"
"750","0.657082736492157","0.657082736492157","0.657082736492157","8998","8998","8998"
"751","0.6416950821876526","0.6416950821876526","0.6416950821876526","9010","9010","9010"
"752","0.609725296497345","0.609725296497345","0.609725296497345","9022","9022","9022"
"753","0.6354897618293762","0.6354897618293762","0.6354897618293762","9034","9034","9034"
"754","0.5050662755966187","0.5050662755966187","0.5050662755966187","9046","9046","9046"
"755","0.6000283360481262","0.6000283360481262","0.6000283360481262","9058","9058","9058"
"756","0.613314688205719","0.613314688205719","0.613314688205719","9070","9070","9070"
"757","0.7430391907691956","0.7430391907691956","0.7430391907691956","9082","9082","9082"
"758","2.606323719024658","2.606323719024658","2.606323719024658","9094","9094","9094"
"759","2.679978132247925","2.679978132247925","2.679978132247925","9106","9106","9106"
"760","0.6329004168510437","0.6329004168510437","0.6329004168510437","9118","9118","9118"
"761","0.6934952139854431","0.6934952139854431","0.6934952139854431","9130","9130","9130"
"762","0.6660011410713196","0.6660011410713196","0.6660011410713196","9142","9142","9142"
"763","2.4572439193725586","2.4572439193725586","2.4572439193725586","9154","9154","9154"
"764","2.3626554012298584","2.3626554012298584","2.3626554012298584","9166","9166","9166"
"765","0.7383750081062317","0.7383750081062317","0.7383750081062317","9178","9178","9178"
"766","0.5597848296165466","0.5597848296165466","0.5597848296165466","9190","9190","9190"
"767","0.648677408695221","0.648677408695221","0.648677408695221","9202","9202","9202"
"768","2.3569602966308594","2.3569602966308594","2.3569602966308594","9214","9214","9214"
"769","0.6992760896682739","0.6992760896682739","0.6992760896682739","9226","9226","9226"
"770","1.735376000404358","1.735376000404358","1.735376000404358","9238","9238","9238"
"771","0.6533066630363464","0.6533066630363464","0.6533066630363464","9250","9250","9250"
"772","0.7366027235984802","0.7366027235984802","0.7366027235984802","9262","9262","9262"
"773","0.5336228013038635","0.5336228013038635","0.5336228013038635","9274","9274","9274"
"774","0.6530495285987854","0.6530495285987854","0.6530495285987854","9286","9286","9286"
"775","0.6161799430847168","0.6161799430847168","0.6161799430847168","9298","9298","9298"
"776","0.5002579092979431","0.5002579092979431","0.5002579092979431","9310","9310","9310"
"777","0.599824845790863","0.599824845790863","0.599824845790863","9322","9322","9322"
"778","0.7294766902923584","0.7294766902923584","0.7294766902923584","9334","9334","9334"
"779","0.623283863067627","0.623283863067627","0.623283863067627","9346","9346","9346"
"780","0.6958701610565186","0.6958701610565186","0.6958701610565186","9358","9358","9358"
"781","0.652252733707428","0.652252733707428","0.652252733707428","9370","9370","9370"
"782","0.6796884536743164","0.6796884536743164","0.6796884536743164","9382","9382","9382"
"783","0.7513644099235535","0.7513644099235535","0.7513644099235535","9394","9394","9394"
"784","0.7504640817642212","0.7504640817642212","0.7504640817642212","9406","9406","9406"
"785","0.781582772731781","0.781582772731781","0.781582772731781","9418","9418","9418"
"786","0.7698624134063721","0.7698624134063721","0.7698624134063721","9430","9430","9430"
"787","0.636881411075592","0.636881411075592","0.636881411075592","9442","9442","9442"
"788","2.4660940170288086","2.4660940170288086","2.4660940170288086","9454","9454","9454"
"789","0.6793268918991089","0.6793268918991089","0.6793268918991089","9466","9466","9466"
"790","0.637313187122345","0.637313187122345","0.637313187122345","9478","9478","9478"
"791","0.6863945722579956","0.6863945722579956","0.6863945722579956","9490","9490","9490"
"792","0.5758976340293884","0.5758976340293884","0.5758976340293884","9502","9502","9502"
"793","2.3978018760681152","2.3978018760681152","2.3978018760681152","9514","9514","9514"
"794","0.6596783399581909","0.6596783399581909","0.6596783399581909","9526","9526","9526"
"795","0.6542112231254578","0.6542112231254578","0.6542112231254578","9538","9538","9538"
"796","0.6102038621902466","0.6102038621902466","0.6102038621902466","9550","9550","9550"
"797","0.5682798624038696","0.5682798624038696","0.5682798624038696","9562","9562","9562"
"798","0.8029976487159729","0.8029976487159729","0.8029976487159729","9574","9574","9574"
"799","0.6174508333206177","0.6174508333206177","0.6174508333206177","9586","9586","9586"
"800","0.7457213997840881","0.7457213997840881","0.7457213997840881","9598","9598","9598"
"801","0.6081235408782959","0.6081235408782959","0.6081235408782959","9610","9610","9610"
"802","0.5943322777748108","0.5943322777748108","0.5943322777748108","9622","9622","9622"
"803","0.644351601600647","0.644351601600647","0.644351601600647","9634","9634","9634"
"804","0.6115526556968689","0.6115526556968689","0.6115526556968689","9646","9646","9646"
"805","0.5727514624595642","0.5727514624595642","0.5727514624595642","9658","9658","9658"
"806","0.655766487121582","0.655766487121582","0.655766487121582","9670","9670","9670"
"807","0.6296360492706299","0.6296360492706299","0.6296360492706299","9682","9682","9682"
"808","2.393982410430908","2.393982410430908","2.393982410430908","9694","9694","9694"
"809","0.5890082120895386","0.5890082120895386","0.5890082120895386","9706","9706","9706"
"810","0.785896360874176","0.785896360874176","0.785896360874176","9718","9718","9718"
"811","0.6825693249702454","0.6825693249702454","0.6825693249702454","9730","9730","9730"
"812","2.2066197395324707","2.2066197395324707","2.2066197395324707","9742","9742","9742"
"813","0.685059666633606","0.685059666633606","0.685059666633606","9754","9754","9754"
"814","0.5496478080749512","0.5496478080749512","0.5496478080749512","9766","9766","9766"
"815","0.7381418943405151","0.7381418943405151","0.7381418943405151","9778","9778","9778"
"816","0.6940763592720032","0.6940763592720032","0.6940763592720032","9790","9790","9790"
"817","0.6704214811325073","0.6704214811325073","0.6704214811325073","9802","9802","9802"
"818","0.6765783429145813","0.6765783429145813","0.6765783429145813","9814","9814","9814"
"819","0.8051506280899048","0.8051506280899048","0.8051506280899048","9826","9826","9826"
"820","2.4006481170654297","2.4006481170654297","2.4006481170654297","9838","9838","9838"
"821","2.6347289085388184","2.6347289085388184","2.6347289085388184","9850","9850","9850"
"822","0.6047667264938354","0.6047667264938354","0.6047667264938354","9862","9862","9862"
"823","0.6135931015014648","0.6135931015014648","0.6135931015014648","9874","9874","9874"
"824","0.7044891119003296","0.7044891119003296","0.7044891119003296","9886","9886","9886"
"825","0.6185909509658813","0.6185909509658813","0.6185909509658813","9898","9898","9898"
"826","0.670821487903595","0.670821487903595","0.670821487903595","9910","9910","9910"
"827","0.654365062713623","0.654365062713623","0.654365062713623","9922","9922","9922"
"828","0.5648941397666931","0.5648941397666931","0.5648941397666931","9934","9934","9934"
"829","0.6338213682174683","0.6338213682174683","0.6338213682174683","9946","9946","9946"
"830","0.7314659953117371","0.7314659953117371","0.7314659953117371","9958","9958","9958"
"831","0.7202500104904175","0.7202500104904175","0.7202500104904175","9970","9970","9970"
"832","0.5673711895942688","0.5673711895942688","0.5673711895942688","9982","9982","9982"
"833","0.5807662606239319","0.5807662606239319","0.5807662606239319","9994","9994","9994"
"834","0.7034416198730469","0.7034416198730469","0.7034416198730469","10006","10006","10006"
"835","0.6186840534210205","0.6186840534210205","0.6186840534210205","10018","10018","10018"
"836","2.6453773975372314","2.6453773975372314","2.6453773975372314","10030","10030","10030"
"837","0.6724485754966736","0.6724485754966736","0.6724485754966736","10042","10042","10042"
"838","0.576491117477417","0.576491117477417","0.576491117477417","10054","10054","10054"
"839","0.582445502281189","0.582445502281189","0.582445502281189","10066","10066","10066"
"840","0.5796393752098083","0.5796393752098083","0.5796393752098083","10078","10078","10078"
"841","0.6210134625434875","0.6210134625434875","0.6210134625434875","10090","10090","10090"
"842","0.5492250323295593","0.5492250323295593","0.5492250323295593","10102","10102","10102"
"843","0.5723200440406799","0.5723200440406799","0.5723200440406799","10114","10114","10114"
"844","2.766207695007324","2.766207695007324","2.766207695007324","10126","10126","10126"
"845","0.6658623814582825","0.6658623814582825","0.6658623814582825","10138","10138","10138"
"846","2.3152549266815186","2.3152549266815186","2.3152549266815186","10150","10150","10150"
"847","0.7194838523864746","0.7194838523864746","0.7194838523864746","10162","10162","10162"
"848","0.681214451789856","0.681214451789856","0.681214451789856","10174","10174","10174"
"849","2.4160995483398438","2.4160995483398438","2.4160995483398438","10186","10186","10186"
"850","0.6486192941665649","0.6486192941665649","0.6486192941665649","10198","10198","10198"
"851","0.7304071187973022","0.7304071187973022","0.7304071187973022","10210","10210","10210"
"852","0.6273801922798157","0.6273801922798157","0.6273801922798157","10222","10222","10222"
"853","2.3421711921691895","2.3421711921691895","2.3421711921691895","10234","10234","10234"
"854","0.6524552702903748","0.6524552702903748","0.6524552702903748","10246","10246","10246"
"855","0.6209802627563477","0.6209802627563477","0.6209802627563477","10258","10258","10258"
"856","0.9173843860626221","0.9173843860626221","0.9173843860626221","10270","10270","10270"
"857","0.5317744016647339","0.5317744016647339","0.5317744016647339","10282","10282","10282"
"858","0.689630389213562","0.689630389213562","0.689630389213562","10294","10294","10294"
"859","0.684943437576294","0.684943437576294","0.684943437576294","10306","10306","10306"
"860","0.5877448916435242","0.5877448916435242","0.5877448916435242","10318","10318","10318"
"861","0.7411319613456726","0.7411319613456726","0.7411319613456726","10330","10330","10330"
"862","0.6505622863769531","0.6505622863769531","0.6505622863769531","10342","10342","10342"
"863","0.5944216847419739","0.5944216847419739","0.5944216847419739","10354","10354","10354"
"864","0.6698248982429504","0.6698248982429504","0.6698248982429504","10366","10366","10366"
"865","0.6094675064086914","0.6094675064086914","0.6094675064086914","10378","10378","10378"
"866","0.6527539491653442","0.6527539491653442","0.6527539491653442","10390","10390","10390"
"867","0.6590193510055542","0.6590193510055542","0.6590193510055542","10402","10402","10402"
"868","0.6628539562225342","0.6628539562225342","0.6628539562225342","10414","10414","10414"
"869","2.433079957962036","2.433079957962036","2.433079957962036","10426","10426","10426"
"870","0.688038170337677","0.688038170337677","0.688038170337677","10438","10438","10438"
"871","0.7035027742385864","0.7035027742385864","0.7035027742385864","10450","10450","10450"
"872","0.7740163207054138","0.7740163207054138","0.7740163207054138","10462","10462","10462"
"873","0.6883500218391418","0.6883500218391418","0.6883500218391418","10474","10474","10474"
"874","2.6150355339050293","2.6150355339050293","2.6150355339050293","10486","10486","10486"
"875","0.6381834149360657","0.6381834149360657","0.6381834149360657","10498","10498","10498"
"876","0.5156273245811462","0.5156273245811462","0.5156273245811462","10510","10510","10510"
"877","2.5909271240234375","2.5909271240234375","2.5909271240234375","10522","10522","10522"
"878","0.6500576138496399","0.6500576138496399","0.6500576138496399","10534","10534","10534"
"879","0.6155440211296082","0.6155440211296082","0.6155440211296082","10546","10546","10546"
"880","0.6378352642059326","0.6378352642059326","0.6378352642059326","10558","10558","10558"
"881","0.6852236390113831","0.6852236390113831","0.6852236390113831","10570","10570","10570"
"882","0.6388648152351379","0.6388648152351379","0.6388648152351379","10582","10582","10582"
"883","0.6206361055374146","0.6206361055374146","0.6206361055374146","10594","10594","10594"
"884","0.5899633765220642","0.5899633765220642","0.5899633765220642","10606","10606","10606"
"885","0.6284591555595398","0.6284591555595398","0.6284591555595398","10618","10618","10618"
"886","0.6026212573051453","0.6026212573051453","0.6026212573051453","10630","10630","10630"
"887","0.6841201782226562","0.6841201782226562","0.6841201782226562","10642","10642","10642"
"888","0.6678954362869263","0.6678954362869263","0.6678954362869263","10654","10654","10654"
"889","0.6116296648979187","0.6116296648979187","0.6116296648979187","10666","10666","10666"
"890","0.6237210035324097","0.6237210035324097","0.6237210035324097","10678","10678","10678"
"891","0.5819405317306519","0.5819405317306519","0.5819405317306519","10690","10690","10690"
"892","0.5974081754684448","0.5974081754684448","0.5974081754684448","10702","10702","10702"
"893","0.6211916208267212","0.6211916208267212","0.6211916208267212","10714","10714","10714"
"894","0.583017885684967","0.583017885684967","0.583017885684967","10726","10726","10726"
"895","0.699859082698822","0.699859082698822","0.699859082698822","10738","10738","10738"
"896","0.6377192735671997","0.6377192735671997","0.6377192735671997","10750","10750","10750"
"897","0.6524181365966797","0.6524181365966797","0.6524181365966797","10762","10762","10762"
"898","0.6052483320236206","0.6052483320236206","0.6052483320236206","10774","10774","10774"
"899","0.6261898875236511","0.6261898875236511","0.6261898875236511","10786","10786","10786"
"900","0.5122860670089722","0.5122860670089722","0.5122860670089722","10798","10798","10798"